Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[232]    0.0    0.00    0.00       2         std::pair<int const, std::string>::pair<int, std::string, void>(std::pair<int, std::string>&&) [232]
                0.00    0.00       2/2060        int&& std::forward<int>(std::remove_reference<int>::type&) [88]
                0.00    0.00       2/1440        std::string&& std::forward<std::string>(std::remove_reference<std::string>::type&) [90]
-----------------------------------------------
                0.00    0.00       2/2           NominalFeature::add(std::string const&) [223]
[233]    0.0    0.00    0.00       2         std::pair<std::string, int>::pair<int, void>(std::string const&, int&&) [233]
                0.00    0.00       2/2060        int&& std::forward<int>(std::remove_reference<int>::type&) [88]
-----------------------------------------------
                0.00    0.00       2/2           NominalFeature::add(std::string const&) [223]
[234]    0.0    0.00    0.00       2         std::pair<std::string, int>::~pair() [234]
-----------------------------------------------
                0.00    0.00       2/2           std::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool> std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique<std::pair<std::string, int> >(std::pair<std::string, int>&&) [241]
[235]    0.0    0.00    0.00       2         std::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool, void>(std::_Rb_tree_iterator<std::pair<std::string const, int> >&&, bool&&) [235]
                0.00    0.00       2/2           std::_Rb_tree_iterator<std::pair<std::string const, int> >&& std::forward<std::_Rb_tree_iterator<std::pair<std::string const, int> > >(std::remove_reference<std::_Rb_tree_iterator<std::pair<std::string const, int> > >::type&) [247]
                0.00    0.00       2/4           bool&& std::forward<bool>(std::remove_reference<bool>::type&) [222]
-----------------------------------------------
                0.00    0.00       2/2           std::pair<std::_Rb_tree_iterator<std::pair<int const, std::string> >, bool> std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_insert_unique<std::pair<int, std::string> >(std::pair<int, std::string>&&) [244]
[236]    0.0    0.00    0.00       2         std::pair<std::_Rb_tree_iterator<std::pair<int const, std::string> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int const, std::string> >, bool, void>(std::_Rb_tree_iterator<std::pair<int const, std::string> >&&, bool&&) [236]
                0.00    0.00       2/2           std::_Rb_tree_iterator<std::pair<int const, std::string> >&& std::forward<std::_Rb_tree_iterator<std::pair<int const, std::string> > >(std::remove_reference<std::_Rb_tree_iterator<std::pair<int const, std::string> > >::type&) [248]
                0.00    0.00       2/4           bool&& std::forward<bool>(std::remove_reference<bool>::type&) [222]
-----------------------------------------------
                0.00    0.00       2/2           NominalFeature::add(std::string const&) [223]
[237]    0.0    0.00    0.00       2         std::pair<int, std::string>::pair<int, void>(int&&, std::string const&) [237]
                0.00    0.00       2/2060        int&& std::forward<int>(std::remove_reference<int>::type&) [88]
-----------------------------------------------
                0.00    0.00       2/2           NominalFeature::add(std::string const&) [223]
[238]    0.0    0.00    0.00       2         std::pair<int, std::string>::~pair() [238]
-----------------------------------------------
                0.00    0.00       2/2           std::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool> std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique<std::pair<std::string, int> >(std::pair<std::string, int>&&) [241]
[239]    0.0    0.00    0.00       2         std::_Rb_tree_iterator<std::pair<std::string const, int> > std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_<std::pair<std::string, int> >(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::string, int>&&) [239]
                0.00    0.00       2/2           _ZNSt8_Rb_treeISsSt4pairIKSsiESt10_Select1stIS2_ESt4lessISsESaIS2_EE14_M_create_nodeIJS0_ISsiEEEEPSt13_Rb_tree_nodeIS2_EDpOT_ [240]
                0.00    0.00       2/12          std::pair<std::string, int>&& std::forward<std::pair<std::string, int> >(std::remove_reference<std::pair<std::string, int> >::type&) [214]
                0.00    0.00       2/6           std::_Rb_tree_iterator<std::pair<std::string const, int> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<std::string const, int> >*) [219]
                0.00    0.00       2/23          std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_end() [175]
                0.00    0.00       2/5935611     std::char_traits<char>::length(char const*) [33]
                0.00    0.00       1/1           std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_key(std::_Rb_tree_node_base const*) [256]
                0.00    0.00       1/13793       bool std::operator< <char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [48]
                0.00    0.00       1/14032       DataSet::getFeatureName(unsigned int) const [47]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree_iterator<std::pair<std::string const, int> > std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_<std::pair<std::string, int> >(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::string, int>&&) [239]
[240]    0.0    0.00    0.00       2         _ZNSt8_Rb_treeISsSt4pairIKSsiESt10_Select1stIS2_ESt4lessISsESaIS2_EE14_M_create_nodeIJS0_ISsiEEEEPSt13_Rb_tree_nodeIS2_EDpOT_ [240]
                0.00    0.00       4/5935611     std::char_traits<char>::length(char const*) [33]
                0.00    0.00       2/12          std::pair<std::string, int>&& std::forward<std::pair<std::string, int> >(std::remove_reference<std::pair<std::string, int> >::type&) [214]
                0.00    0.00       2/40          std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_Node_allocator() [151]
                0.00    0.00       2/2           std::pair<std::string const, int>::pair<std::string, int, void>(std::pair<std::string, int>&&) [231]
                0.00    0.00       2/2           _ZNSt13_Rb_tree_nodeISt4pairIKSsiEEC2IJS0_ISsiEEEEDpOT_ [227]
                0.00    0.00       2/2           _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKSsiEEE9constructIS5_JS2_ISsiEEEEvPT_DpOT0_ [224]
-----------------------------------------------
                0.00    0.00       2/2           std::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool> std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::insert<std::pair<std::string, int>, void>(std::pair<std::string, int>&&) [229]
[241]    0.0    0.00    0.00       2         std::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool> std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique<std::pair<std::string, int> >(std::pair<std::string, int>&&) [241]
                0.00    0.00       5/5935611     std::char_traits<char>::length(char const*) [33]
                0.00    0.00       3/14032       DataSet::getFeatureName(unsigned int) const [47]
                0.00    0.00       2/23          std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_end() [175]
                0.00    0.00       2/6           std::_Rb_tree_iterator<std::pair<std::string const, int> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<std::string const, int> >*) [219]
                0.00    0.00       2/2           std::_Rb_tree_iterator<std::pair<std::string const, int> >::operator==(std::_Rb_tree_iterator<std::pair<std::string const, int> > const&) const [226]
                0.00    0.00       2/12          std::pair<std::string, int>&& std::forward<std::pair<std::string, int> >(std::remove_reference<std::pair<std::string, int> >::type&) [214]
                0.00    0.00       2/2           std::_Rb_tree_iterator<std::pair<std::string const, int> > std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_<std::pair<std::string, int> >(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::string, int>&&) [239]
                0.00    0.00       2/2           std::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool, void>(std::_Rb_tree_iterator<std::pair<std::string const, int> >&&, bool&&) [235]
                0.00    0.00       1/13793       bool std::operator< <char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [48]
                0.00    0.00       1/9195        std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_key(std::_Rb_tree_node<std::pair<std::string const, int> > const*) [50]
-----------------------------------------------
                0.00    0.00       2/2           std::pair<std::_Rb_tree_iterator<std::pair<int const, std::string> >, bool> std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_insert_unique<std::pair<int, std::string> >(std::pair<int, std::string>&&) [244]
[242]    0.0    0.00    0.00       2         std::_Rb_tree_iterator<std::pair<int const, std::string> > std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_insert_<std::pair<int, std::string> >(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<int, std::string>&&) [242]
                0.00    0.00       3/5935611     std::char_traits<char>::length(char const*) [33]
                0.00    0.00       2/2           std::_Rb_tree_node<std::pair<int const, std::string> >* std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_create_node<std::pair<int, std::string> >(std::pair<int, std::string>&&) [243]
                0.00    0.00       2/12          std::pair<int, std::string>&& std::forward<std::pair<int, std::string> >(std::remove_reference<std::pair<int, std::string> >::type&) [215]
                0.00    0.00       2/5           std::_Rb_tree_iterator<std::pair<int const, std::string> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<int const, std::string> >*) [221]
                0.00    0.00       2/23          std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_end() [176]
                0.00    0.00       1/2           std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_key(std::_Rb_tree_node_base const*) [245]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree_iterator<std::pair<int const, std::string> > std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_insert_<std::pair<int, std::string> >(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<int, std::string>&&) [242]
[243]    0.0    0.00    0.00       2         std::_Rb_tree_node<std::pair<int const, std::string> >* std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_create_node<std::pair<int, std::string> >(std::pair<int, std::string>&&) [243]
                0.00    0.00       4/5935611     std::char_traits<char>::length(char const*) [33]
                0.00    0.00       2/12          std::pair<int, std::string>&& std::forward<std::pair<int, std::string> >(std::remove_reference<std::pair<int, std::string> >::type&) [215]
                0.00    0.00       2/40          std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_get_Node_allocator() [152]
                0.00    0.00       2/2           std::pair<int const, std::string>::pair<int, std::string, void>(std::pair<int, std::string>&&) [232]
                0.00    0.00       2/2           std::_Rb_tree_node<std::pair<int const, std::string> >::_Rb_tree_node<std::pair<int, std::string> >(std::pair<int, std::string>&&) [228]
                0.00    0.00       2/2           _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKiSsEEE9constructIS5_JS2_IiSsEEEEvPT_DpOT0_ [225]
-----------------------------------------------
                0.00    0.00       2/2           std::pair<std::_Rb_tree_iterator<std::pair<int const, std::string> >, bool> std::map<int, std::string, std::less<int>, std::allocator<std::pair<int const, std::string> > >::insert<std::pair<int, std::string>, void>(std::pair<int, std::string>&&) [230]
[244]    0.0    0.00    0.00       2         std::pair<std::_Rb_tree_iterator<std::pair<int const, std::string> >, bool> std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_insert_unique<std::pair<int, std::string> >(std::pair<int, std::string>&&) [244]
                0.00    0.00       8/5935611     std::char_traits<char>::length(char const*) [33]
                0.00    0.00       2/23          std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_end() [176]
                0.00    0.00       2/5           std::_Rb_tree_iterator<std::pair<int const, std::string> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<int const, std::string> >*) [221]
                0.00    0.00       2/12          std::pair<int, std::string>&& std::forward<std::pair<int, std::string> >(std::remove_reference<std::pair<int, std::string> >::type&) [215]
                0.00    0.00       2/2           std::_Rb_tree_iterator<std::pair<int const, std::string> > std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_insert_<std::pair<int, std::string> >(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<int, std::string>&&) [242]
                0.00    0.00       2/2           std::pair<std::_Rb_tree_iterator<std::pair<int const, std::string> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int const, std::string> >, bool, void>(std::_Rb_tree_iterator<std::pair<int const, std::string> >&&, bool&&) [236]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_key(std::_Rb_tree_node<std::pair<int const, std::string> > const*) [258]
                0.00    0.00       1/2           std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_key(std::_Rb_tree_node_base const*) [245]
                0.00    0.00       1/14032       DataSet::getFeatureName(unsigned int) const [47]
                0.00    0.00       1/1           std::_Rb_tree_iterator<std::pair<int const, std::string> >::operator==(std::_Rb_tree_iterator<std::pair<int const, std::string> > const&) const [255]
-----------------------------------------------
                0.00    0.00       1/2           std::_Rb_tree_iterator<std::pair<int const, std::string> > std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_insert_<std::pair<int, std::string> >(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<int, std::string>&&) [242]
                0.00    0.00       1/2           std::pair<std::_Rb_tree_iterator<std::pair<int const, std::string> >, bool> std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_insert_unique<std::pair<int, std::string> >(std::pair<int, std::string>&&) [244]
[245]    0.0    0.00    0.00       2         std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_key(std::_Rb_tree_node_base const*) [245]
                0.00    0.00       2/2           std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_value(std::_Rb_tree_node_base const*) [246]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_key(std::_Rb_tree_node_base const*) [245]
[246]    0.0    0.00    0.00       2         std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_value(std::_Rb_tree_node_base const*) [246]
-----------------------------------------------
                0.00    0.00       2/2           std::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool, void>(std::_Rb_tree_iterator<std::pair<std::string const, int> >&&, bool&&) [235]
[247]    0.0    0.00    0.00       2         std::_Rb_tree_iterator<std::pair<std::string const, int> >&& std::forward<std::_Rb_tree_iterator<std::pair<std::string const, int> > >(std::remove_reference<std::_Rb_tree_iterator<std::pair<std::string const, int> > >::type&) [247]
-----------------------------------------------
                0.00    0.00       2/2           std::pair<std::_Rb_tree_iterator<std::pair<int const, std::string> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int const, std::string> >, bool, void>(std::_Rb_tree_iterator<std::pair<int const, std::string> >&&, bool&&) [236]
[248]    0.0    0.00    0.00       2         std::_Rb_tree_iterator<std::pair<int const, std::string> >&& std::forward<std::_Rb_tree_iterator<std::pair<int const, std::string> > >(std::remove_reference<std::_Rb_tree_iterator<std::pair<int const, std::string> > >::type&) [248]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [25]
[249]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z11getAtributeRKSs [249]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [25]
[250]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN10BinaryTreeC2Ev [250]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [25]
[251]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN13Configuration8NOTVALIDE [251]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [25]
[252]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN7DataSetC2ERKSs [252]
-----------------------------------------------
                                   9             BinaryTree::readFromBinaryFile(std::basic_ifstream<char, std::char_traits<char> >&) [253]
                0.00    0.00       1/1           BinaryTree::readFromBinaryFile() [263]
[253]    0.0    0.00    0.00       1+9       BinaryTree::readFromBinaryFile(std::basic_ifstream<char, std::char_traits<char> >&) [253]
                0.00    0.00      18/36          BinaryTree::BinaryTree() [172]
                                   9             BinaryTree::readFromBinaryFile(std::basic_ifstream<char, std::char_traits<char> >&) [253]
-----------------------------------------------
                                   9             BinaryTree::saveToBinaryFile(std::basic_ofstream<char, std::char_traits<char> >&) const [254]
                0.00    0.00       1/1           BinaryTree::saveToBinaryFile() const [270]
[254]    0.0    0.00    0.00       1+9       BinaryTree::saveToBinaryFile(std::basic_ofstream<char, std::char_traits<char> >&) const [254]
                                   9             BinaryTree::saveToBinaryFile(std::basic_ofstream<char, std::char_traits<char> >&) const [254]
-----------------------------------------------
                0.00    0.00       1/1           std::pair<std::_Rb_tree_iterator<std::pair<int const, std::string> >, bool> std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_insert_unique<std::pair<int, std::string> >(std::pair<int, std::string>&&) [244]
[255]    0.0    0.00    0.00       1         std::_Rb_tree_iterator<std::pair<int const, std::string> >::operator==(std::_Rb_tree_iterator<std::pair<int const, std::string> > const&) const [255]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree_iterator<std::pair<std::string const, int> > std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_<std::pair<std::string, int> >(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::string, int>&&) [239]
[256]    0.0    0.00    0.00       1         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_key(std::_Rb_tree_node_base const*) [256]
                0.00    0.00       1/1           std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_value(std::_Rb_tree_node_base const*) [257]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_key(std::_Rb_tree_node_base const*) [256]
[257]    0.0    0.00    0.00       1         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_value(std::_Rb_tree_node_base const*) [257]
-----------------------------------------------
                0.00    0.00       1/1           std::pair<std::_Rb_tree_iterator<std::pair<int const, std::string> >, bool> std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_insert_unique<std::pair<int, std::string> >(std::pair<int, std::string>&&) [244]
[258]    0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_key(std::_Rb_tree_node<std::pair<int const, std::string> > const*) [258]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_value(std::_Rb_tree_node<std::pair<int const, std::string> > const*) [259]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_key(std::_Rb_tree_node<std::pair<int const, std::string> > const*) [258]
[259]    0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_value(std::_Rb_tree_node<std::pair<int const, std::string> > const*) [259]
-----------------------------------------------
                                  72             BinaryTree::deallocateTree() [260]
[260]    0.0    0.00    0.00       0+72      BinaryTree::deallocateTree() [260]
                0.00    0.00      36/36          BinaryTree::~BinaryTree() [173]
                                  72             BinaryTree::deallocateTree() [260]
-----------------------------------------------
                                  36             BinaryTree::print(int, DataSet const*) [265]
[265]    0.0    0.00    0.00       0+36      BinaryTree::print(int, DataSet const*) [265]
                0.00    0.00     224/2985113     std::vector<NominalFeature, std::allocator<NominalFeature> >::push_back(NominalFeature const&) [34]
                0.00    0.00      36/14032       DataSet::getFeatureName(unsigned int) const [47]
                                  36             BinaryTree::print(int, DataSet const*) [265]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.


Index by function name

 [249] _GLOBAL__sub_I__Z11getAtributeRKSs (Main.cpp) [183] std::_Vector_base<NominalFeature, std::allocator<NominalFeature> >::_Vector_base() [71] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_Rb_tree_impl<std::less<std::string>, true>::_M_initialize()
 [250] _GLOBAL__sub_I__ZN10BinaryTreeC2Ev (BinaryTree.cpp) [184] std::_Vector_base<NominalFeature, std::allocator<NominalFeature> >::~_Vector_base() [82] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_Rb_tree_impl<std::less<std::string>, true>::_Rb_tree_impl(std::less<std::string> const&, std::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > > const&)
 [251] _GLOBAL__sub_I__ZN13Configuration8NOTVALIDE (Configuration.cpp) [185] std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl() [141] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_Rb_tree_impl<std::less<std::string>, true>::_Rb_tree_impl()
 [252] _GLOBAL__sub_I__ZN7DataSetC2ERKSs (DataSet.cpp) [186] std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base() [165] std::_Rb_tree_node<std::pair<std::string const, int> >* std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_create_node<std::pair<std::string const, int> const&>(std::pair<std::string const, int> const&)
 [216] getAtribute(std::string const&) [187] std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [240] _ZNSt8_Rb_treeISsSt4pairIKSsiESt10_Select1stIS2_ESt4lessISsESaIS2_EE14_M_create_nodeIJS0_ISsiEEEEPSt13_Rb_tree_nodeIS2_EDpOT_
